"gisaid_epi_isl","Nextstrain_clade","pango_lineage"
"EPI_ISL_2350924","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2350944","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2350966","20A","B.1.36.16"
"EPI_ISL_2351000","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2351082","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2351127","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1491565","20A","B.1.524"
"EPI_ISL_1073991","20A","B.1.36.16"
"EPI_ISL_1074019","20A","B.1.36.16"
"EPI_ISL_1074023","20A","B.1.36.16"
"EPI_ISL_1138857","20A","B.1.36.16"
"EPI_ISL_2104722","20A","B.1.36.16"
"EPI_ISL_1491574","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_733558","20A","B.1.36.16"
"EPI_ISL_733562","20A","B.1.36.16"
"EPI_ISL_1138831","20A","B.1.36.16"
"EPI_ISL_1138835","20A","B.1.36.16"
"EPI_ISL_1138837","20A","B.1.36.16"
"EPI_ISL_1138839","20A","B.1.36.16"
"EPI_ISL_1138840","20A","B.1.36.16"
"EPI_ISL_1138841","20A","B.1.36.16"
"EPI_ISL_1138842","20A","B.1.36.16"
"EPI_ISL_1491557","20A","B.1.36.16"
"EPI_ISL_447919","19A","B"
"EPI_ISL_456610","19A","B.6"
"EPI_ISL_456600","19A","B.35"
"EPI_ISL_1416222","19B","A"
"EPI_ISL_1434443","20B","B.1.1"
"EPI_ISL_1443000","20B","B.1.1"
"EPI_ISL_1437749","19B","A"
"EPI_ISL_1445275","20B","B.1.1.359"
"EPI_ISL_2278010","20D","C.11"
"EPI_ISL_1508956","20A","B.1.214.2"
"EPI_ISL_1675141","19B","A.27"
"EPI_ISL_1524708","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2001064","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2151340","21D (Eta)","B.1.525"
"EPI_ISL_2276119","20H (Beta, V2)","B.1.351"
"EPI_ISL_1508958","20B","B.1.1.404"
"EPI_ISL_1498262","20B","R.1"
"EPI_ISL_1498379","20B","R.1"
"EPI_ISL_1490228","20A","B.1.111"
"EPI_ISL_1591351","20B","R.1"
"EPI_ISL_1490666","20B","R.1"
"EPI_ISL_1589003","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1589004","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1589115","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1591458","20B","R.1"
"EPI_ISL_1591459","20B","R.1"
"EPI_ISL_1591718","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1591518","20B","R.1"
"EPI_ISL_1591721","20B","R.1"
"EPI_ISL_717699","20A","B.1.111"
"EPI_ISL_756363","20A","B.1.111"
"EPI_ISL_717692","20A","B.1.111"
"EPI_ISL_717698","20A","B.1.111"
"EPI_ISL_855570","20E (EU1)","B.1.177"
"EPI_ISL_733500","20E (EU1)","B.1.177"
"EPI_ISL_2154331","20H (Beta, V2)","B.1.351.2"
"EPI_ISL_2153433","20H (Beta, V2)","B.1.351"
"EPI_ISL_1118923","20A","B.1.160"
"EPI_ISL_763065","20B","B.1.1"
"EPI_ISL_1116468","20C","B.1.597"
"EPI_ISL_710534","20D","B.1.1.1"
"EPI_ISL_463001","19B","A"
"EPI_ISL_2035720","20A","B.1.160"
"EPI_ISL_2035734","20E (EU1)","B.1.177"
"EPI_ISL_2035752","20A","B.1.160"
"EPI_ISL_2035941","19B","A.27"
"EPI_ISL_2035942","19B","A.27"
"EPI_ISL_2035943","20A","B.1.160"
"EPI_ISL_2035947","21D (Eta)","B.1.525"
"EPI_ISL_2035949","20A","B.1.160"
"EPI_ISL_2035988","20A","B.1.160"
"EPI_ISL_2036077","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_984982","20A","B.1"
"EPI_ISL_2290147","20E (EU1)","B.1.177.83"
"EPI_ISL_730620","20B","B.1.1"
"EPI_ISL_2015117","20A","B.1.218"
"EPI_ISL_2015098","20D","B.1.1.1"
"EPI_ISL_2015113","20A","B.1.9"
"EPI_ISL_708188","20B","B.1.1"
"EPI_ISL_437322","19A","B.4"
"EPI_ISL_1063979","20B","B.1.1"
"EPI_ISL_1082406","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1082438","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1063937","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1095576","20A","B.1"
"EPI_ISL_1095581","20A","B.1"
"EPI_ISL_1229429","20B","B.1.1.413"
"EPI_ISL_1293281","20H (Beta, V2)","B.1.351"
"EPI_ISL_2363726","20B","B.1.1"
"EPI_ISL_2363655","20B","B.1.1"
"EPI_ISL_2232638","20A","B.1.36.7"
"EPI_ISL_2232616","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2232669","20A","B.1"
"EPI_ISL_1097053","20A","B.1.524"
"EPI_ISL_1096099","20A","B.1.524"
"EPI_ISL_1097031","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2232648","20C","B.1.351"
"EPI_ISL_2232694","20A","B.1"
"EPI_ISL_812916","20B","B.1.1"
"EPI_ISL_478669","20A","B.1.9"
"EPI_ISL_747056","20G","B.1.2"
"EPI_ISL_512149","20B","B.1.1.70"
"EPI_ISL_1039719","20A","B.1.241"
"EPI_ISL_1068308","20G","B.1.2"
"EPI_ISL_1195945","20B","B.1.1.316"
"EPI_ISL_1743704","20G","B.1.2"
"EPI_ISL_1483647","20B","B.1.1.519"
"EPI_ISL_1754878","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1789667","20B","B.1.1.519"
"EPI_ISL_2149505","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2281205","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1038407","20B","B.1.1.519"
"EPI_ISL_979541","20G","B.1.2"
"EPI_ISL_751764","20C","B.1"
"EPI_ISL_1318524","20G","B.1.2"
"EPI_ISL_2229117","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1038451","21C (Epsilon)","B.1.427"
"EPI_ISL_966958","20G","B.1.2"
"EPI_ISL_937026","20B","B.1.1"
"EPI_ISL_2157267","20G","B.1.2"
"EPI_ISL_978438","20A","B.1.243"
"EPI_ISL_1621622","21C (Epsilon)","B.1.429"
"EPI_ISL_1262333","20A","B.1.609"
"EPI_ISL_2160168","20B","B.1.1.519"
"EPI_ISL_914213","20C","B.1.289"
"EPI_ISL_1297163","20G","B.1.2"
"EPI_ISL_1834971","20C","B.1.526.1"
"EPI_ISL_1839861","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1134882","20B","B.1.1.416"
"EPI_ISL_1513595","20B","B.1.1.519"
"EPI_ISL_2181184","21F (Iota)","B.1.526.2"
"EPI_ISL_1036981","20G","B.1.2"
"EPI_ISL_2046729","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1300085","21C (Epsilon)","B.1.427"
"EPI_ISL_1616981","20G","B.1.2"
"EPI_ISL_527416","20C","B.1.344"
"EPI_ISL_812313","20C","B.1"
"EPI_ISL_1037091","20C","B.1.517"
"EPI_ISL_1087815","20B","B.1.1.434"
"EPI_ISL_1193488","20G","B.1.2"
"EPI_ISL_2143113","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_485935","20C","B.1"
"EPI_ISL_1587271","21F (Iota)","B.1.526.2"
"EPI_ISL_2283982","20C","B.1.509"
"EPI_ISL_1925625","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2184129","20C","B.1.1.372"
"EPI_ISL_2306254","20C","B.1.526.1"
"EPI_ISL_804868","20C","B.1.595.1"
"EPI_ISL_1159108","20B","R.1"
"EPI_ISL_1180246","20A","B.1.240"
"EPI_ISL_2176248","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1268257","20G","B.1.596"
"EPI_ISL_1662636","20G","B.1.2"
"EPI_ISL_1009632","20A","B.1.243"
"EPI_ISL_1240037","20C","B.1.577"
"EPI_ISL_568651","20B","B.1.1"
"EPI_ISL_2008828","21F (Iota)","B.1.526"
"EPI_ISL_2149819","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2182894","20C","B.1.526.1"
"EPI_ISL_1422715","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1262296","20B","B.1.1.519"
"EPI_ISL_1337153","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_419560","19B","A.1"
"EPI_ISL_1798901","20H (Beta, V2)","B.1.351"
"EPI_ISL_1937661","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1837289","20G","B.1.2"
"EPI_ISL_2248584","21F (Iota)","B.1.526"
"EPI_ISL_1690587","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1278056","19B","A.3"
"EPI_ISL_419557","20B","B.1.1.61"
"EPI_ISL_1818073","20G","B.1.2"
"EPI_ISL_1798902","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2270556","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1678195","21C (Epsilon)","B.1.429"
"EPI_ISL_1292439","20G","B.1.2"
"EPI_ISL_1292443","20G","B.1.596"
"EPI_ISL_1292501","21C (Epsilon)","B.1.427"
"EPI_ISL_1292502","20G","B.1.596"
"EPI_ISL_1292515","21C (Epsilon)","B.1.429"
"EPI_ISL_1292574","20G","B.1.2"
"EPI_ISL_1094705","20G","B.1.2"
"EPI_ISL_1823633","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1550600","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1560588","20G","B.1.2"
"EPI_ISL_547754","20A","B.1.565"
"EPI_ISL_1366630","20G","B.1.2"
"EPI_ISL_1960103","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1261785","20G","B.1.2"
"EPI_ISL_903571","20G","B.1.2"
"EPI_ISL_2039054","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2372368","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1091059","20G","B.1.2"
"EPI_ISL_1164784","21C (Epsilon)","B.1.429"
"EPI_ISL_2095697","20G","B.1.2"
"EPI_ISL_1806317","21F (Iota)","B.1.526"
"EPI_ISL_812672","20A","B.1"
"EPI_ISL_831767","20C","B.1.570"
"EPI_ISL_2305812","20J (Gamma, V3)","P.1"
"EPI_ISL_1159462","20G","B.1.2"
"EPI_ISL_1340710","21C (Epsilon)","B.1.429"
"EPI_ISL_1284195","20G","B.1.2"
"EPI_ISL_962107","20G","B.1.2"
"EPI_ISL_1501990","20G","B.1.2"
"EPI_ISL_1157404","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1168753","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_540431","20A","B.1"
"EPI_ISL_1094787","20G","B.1.2"
"EPI_ISL_1030731","21C (Epsilon)","B.1.427"
"EPI_ISL_1321090","20G","B.1.2"
"EPI_ISL_1291513","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_966971","20G","B.1.2"
"EPI_ISL_1134833","20B","N.5"
"EPI_ISL_1400454","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1416240","20A","B.1.36.29"
"EPI_ISL_2000609","20C","B.1.337"
"EPI_ISL_1184189","20G","B.1.2"
"EPI_ISL_1941720","20A","B.1.240"
"EPI_ISL_1663919","20G","B.1.2"
"EPI_ISL_1030658","20A","B.1.234"
"EPI_ISL_1037130","21C (Epsilon)","B.1.427"
"EPI_ISL_1036990","20G","B.1.2"
"EPI_ISL_1120119","20G","B.1.2"
"EPI_ISL_2086431","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2227446","20J (Gamma, V3)","P.1.2"
"EPI_ISL_2289072","20J (Gamma, V3)","P.1"
"EPI_ISL_884349","20B","B.1.1.222"
"EPI_ISL_2306129","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1086488","20C","B.1.595"
"EPI_ISL_965817","19B","A"
"EPI_ISL_1122000","20G","B.1.2"
"EPI_ISL_2047880","20B","B.1.1.519"
"EPI_ISL_1711839","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2306703","21F (Iota)","B.1.526"
"EPI_ISL_1087978","20G","B.1.2"
"EPI_ISL_2160279","20J (Gamma, V3)","P.1"
"EPI_ISL_2162805","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1445391","20B","B.1.1.519"
"EPI_ISL_1087833","20C","B.1.517"
"EPI_ISL_1113880","20G","B.1.2"
"EPI_ISL_2268901","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1088971","20G","B.1.2"
"EPI_ISL_692936","20A","B.1"
"EPI_ISL_765742","20C","B.1.369"
"EPI_ISL_1226143","20G","B.1.2"
"EPI_ISL_1095014","20G","B.1.2"
"EPI_ISL_2184452","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_981123","20B","B.1.1.348"
"EPI_ISL_981115","20B","B.1.1.207"
"EPI_ISL_1405576","20G","B.1.2"
"EPI_ISL_1171806","20C","B.1.311"
"EPI_ISL_1662884","20B","R.1"
"EPI_ISL_2102459","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_524895","20A","B.1.436"
"EPI_ISL_942341","20G","B.1.2"
"EPI_ISL_1015594","20G","B.1.2"
"EPI_ISL_1306145","20C","B.1.340"
"EPI_ISL_1823792","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1787232","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_937503","20G","B.1.2"
"EPI_ISL_966797","20G","B.1.2"
"EPI_ISL_1048622","20A","B.1.36.10"
"EPI_ISL_1560980","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1737231","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2040846","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1930841","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1193811","20G","B.1.2"
"EPI_ISL_1089190","20C","B.1.361"
"EPI_ISL_1338290","21C (Epsilon)","B.1.429"
"EPI_ISL_2320712","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_507780","20C","B.1.3"
"EPI_ISL_1058746","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1058881","20B","B.1.1.519"
"EPI_ISL_1289501","20G","B.1.2"
"EPI_ISL_1014779","20C","B.1.575"
"EPI_ISL_955832","20G","B.1.2"
"EPI_ISL_1200998","20G","B.1.2"
"EPI_ISL_977580","20A","B.1.234"
"EPI_ISL_2323527","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2323809","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1114565","20G","B.1.2"
"EPI_ISL_884759","20G","B.1.2"
"EPI_ISL_983677","20G","B.1.2"
"EPI_ISL_1196211","20G","B.1.2"
"EPI_ISL_1925416","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1836215","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2040801","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1038330","20G","B.1.2"
"EPI_ISL_1379654","20G","B.1.2"
"EPI_ISL_1088255","20B","B.1.1.519"
"EPI_ISL_2143635","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2248513","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2367887","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1362793","20C","B.1.369"
"EPI_ISL_1362952","20G","B.1.2"
"EPI_ISL_2035525","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2304234","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1516372","20G","B.1.2"
"EPI_ISL_648040","20B","B.1.1.169"
"EPI_ISL_648026","19B","A.3"
"EPI_ISL_2148730","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1527045","21C (Epsilon)","B.1.429"
"EPI_ISL_1527037","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2224338","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_747034","20G","B.1.2"
"EPI_ISL_1226289","20A","B.1.243"
"EPI_ISL_1798369","21C (Epsilon)","B.1.429"
"EPI_ISL_1612530","20B","B.1.1.519"
"EPI_ISL_1290896","20G","B.1.2"
"EPI_ISL_1323654","20A","B.1.404"
"EPI_ISL_2023367","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2376143","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2376189","21F (Iota)","B.1.526"
"EPI_ISL_831830","20G","B.1.2"
"EPI_ISL_524430","20A","B.1"
"EPI_ISL_1094229","20G","B.1.2"
"EPI_ISL_1031893","20G","B.1.2"
"EPI_ISL_1030548","20G","B.1.2"
"EPI_ISL_1421754","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_965163","20G","B.1.2"
"EPI_ISL_1373483","20C","B.1.526.3"
"EPI_ISL_877687","20C","B.1.595.3"
"EPI_ISL_1937955","20B","B.1.1.464"
"EPI_ISL_812245","20C","B.1"
"EPI_ISL_1035843","20C","B.1.595"
"EPI_ISL_2335023","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2339955","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1585021","20G","B.1.2"
"EPI_ISL_1593436","20G","B.1.2"
"EPI_ISL_1593460","20G","B.1.2"
"EPI_ISL_1593361","20G","B.1.2"
"EPI_ISL_1919765","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1372983","20G","B.1.2"
"EPI_ISL_1798542","20J (Gamma, V3)","P.1"
"EPI_ISL_2090717","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2090706","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2229831","20J (Gamma, V3)","P.1"
"EPI_ISL_1610292","20C","B.1.526.1"
"EPI_ISL_1610314","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1193788","20B","B.1.1.434"
"EPI_ISL_1168421","20C","B.1.356"
"EPI_ISL_2042647","21F (Iota)","B.1.526"
"EPI_ISL_1680756","21F (Iota)","B.1.526"
"EPI_ISL_2193742","20C","B.1"
"EPI_ISL_1912813","20C","B.1.349"
"EPI_ISL_884378","20C","B.1.369"
"EPI_ISL_1182076","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1686394","21C (Epsilon)","B.1.429"
"EPI_ISL_1733977","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1992559","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1161324","20G","B.1.2"
"EPI_ISL_2322817","21C (Epsilon)","B.1.429"
"EPI_ISL_1121507","20G","B.1.2"
"EPI_ISL_2249299","21C (Epsilon)","B.1.427"
"EPI_ISL_2147498","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1088427","21C (Epsilon)","B.1.429"
"EPI_ISL_1087846","21C (Epsilon)","B.1.427"
"EPI_ISL_1088185","20G","B.1.2"
"EPI_ISL_1136545","20G","B.1.2"
"EPI_ISL_1483265","21C (Epsilon)","B.1.429"
"EPI_ISL_515357","20C","B.1.586"
"EPI_ISL_515386","20A","B.1"
"EPI_ISL_1135915","20G","B.1.2"
"EPI_ISL_1857471","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2106580","21F (Iota)","B.1.526.2"
"EPI_ISL_1543775","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1635490","20C","B.1.526.1"
"EPI_ISL_2235004","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1397429","20G","B.1.2"
"EPI_ISL_2153780","20G","B.1.596"
"EPI_ISL_751609","20G","B.1.2"
"EPI_ISL_1937497","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2269254","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1550028","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_934414","20G","B.1.2"
"EPI_ISL_1036822","20G","B.1.2"
"EPI_ISL_1226327","20G","B.1.596"
"EPI_ISL_1711806","20A","B.1.551"
"EPI_ISL_876876","20A","B.1.243"
"EPI_ISL_1226351","21C (Epsilon)","B.1.429"
"EPI_ISL_2150335","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2148248","20J (Gamma, V3)","P.1"
"EPI_ISL_2147119","20C","B.1.526.1"
"EPI_ISL_2368478","20J (Gamma, V3)","P.1"
"EPI_ISL_876721","20G","B.1.2"
"EPI_ISL_1541546","20G","B.1.2"
"EPI_ISL_509209","20A","B.1.188"
"EPI_ISL_1675234","21C (Epsilon)","B.1.429"
"EPI_ISL_1514586","20G","B.1.2"
"EPI_ISL_1158935","20B","B.1.1.519"
"EPI_ISL_1233885","20A","B.1.110.3"
"EPI_ISL_1268237","21C (Epsilon)","B.1.429"
"EPI_ISL_1444261","20G","B.1.2"
"EPI_ISL_1373644","20C","B.1.509"
"EPI_ISL_1373698","20C","B.1.509"
"EPI_ISL_454370","20C","B.1"
"EPI_ISL_2178515","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1837200","20B","B.1.1.519"
"EPI_ISL_1021729","20B","B.1.1.434"
"EPI_ISL_1038641","20G","B.1.2"
"EPI_ISL_434552","20C","B.1"
"EPI_ISL_1760221","20G","B.1.2"
"EPI_ISL_1760243","20G","B.1.2"
"EPI_ISL_1760260","20A","B.1.243"
"EPI_ISL_872680","20C","B.1.375"
"EPI_ISL_872681","20C","B.1.375"
"EPI_ISL_1253983","21F (Iota)","B.1.526"
"EPI_ISL_1823771","21D (Eta)","B.1.525"
"EPI_ISL_1615317","21F (Iota)","B.1.526.2"
"EPI_ISL_2000573","20C","B.1.580"
"EPI_ISL_2000595","20A","B.1"
"EPI_ISL_1272768","20G","B.1.2"
"EPI_ISL_2043310","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2044859","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1303295","20A","B.1.240"
"EPI_ISL_1937424","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_812710","20A","B.1.240"
"EPI_ISL_1834730","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2280607","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2283585","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_569611","20C","B.1.413"
"EPI_ISL_1253696","20A","B.1.400"
"EPI_ISL_1253697","20A","B.1.400"
"EPI_ISL_1578051","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2102010","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2295569","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1094619","20G","B.1.2"
"EPI_ISL_1094609","20G","B.1.2"
"EPI_ISL_2242456","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2181246","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1681033","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1556504","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2268621","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1273239","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1080140","20G","B.1.2"
"EPI_ISL_1235782","20A","B.1"
"EPI_ISL_1236653","20A","B.1.2"
"EPI_ISL_1237406","20G","B.1.596"
"EPI_ISL_1237905","20B","B.1.1.317"
"EPI_ISL_2189902","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2220847","20B","B.1.1"
"EPI_ISL_1203733","20A","B.1.206"
"EPI_ISL_1446251","20B","B.1.1.519"
"EPI_ISL_449805","20C","B.1.370"
"EPI_ISL_1612248","20B","B.1.1.519"
"EPI_ISL_2081763","20A","B.1.400"
"EPI_ISL_2292173","21A (Delta)","B.1.617.2"
"EPI_ISL_1318367","20C","B.1.582"
"EPI_ISL_2282732","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1514387","21F (Iota)","B.1.526"
"EPI_ISL_1800169","21F (Iota)","B.1.526.2"
"EPI_ISL_850905","20A","B.1.234"
"EPI_ISL_581550","20C","B.1.369"
"EPI_ISL_1371707","20G","B.1.2"
"EPI_ISL_1528518","19B","A.2.5"
"EPI_ISL_1528519","20G","B.1.2"
"EPI_ISL_966962","20B","P.2"
"EPI_ISL_1086520","20G","B.1.2"
"EPI_ISL_1088234","20G","B.1.2"
"EPI_ISL_2193156","21F (Iota)","B.1.526.2"
"EPI_ISL_2312449","21F (Iota)","B.1.526.2"
"EPI_ISL_2104340","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1825475","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2229784","21F (Iota)","B.1.526.2"
"EPI_ISL_1094754","20C","B.1.595"
"EPI_ISL_2332966","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_525710","20C","B.1.313"
"EPI_ISL_525726","20C","B.1.509"
"EPI_ISL_596400","20B","B.1.1.291"
"EPI_ISL_417096","19B","A.1"
"EPI_ISL_438144","20C","B.1"
"EPI_ISL_570478","20G","B.1.2"
"EPI_ISL_1040003","20B","B.1.1.519"
"EPI_ISL_886458","20G","B.1.2"
"EPI_ISL_2044056","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_661014","20G","B.1.2"
"EPI_ISL_2376256","20H (Beta, V2)","B.1.351"
"EPI_ISL_1039886","20G","B.1.2"
"EPI_ISL_1252353","20C","B.1.526.1"
"EPI_ISL_1314246","20G","B.1.2"
"EPI_ISL_2230605","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2018678","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2279281","21F (Iota)","B.1.526.2"
"EPI_ISL_1094666","21C (Epsilon)","B.1.429"
"EPI_ISL_1687766","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2313642","21C (Epsilon)","B.1.429"
"EPI_ISL_978615","20G","B.1.2"
"EPI_ISL_2195538","20G","B.1.2"
"EPI_ISL_1423086","21C (Epsilon)","B.1.429"
"EPI_ISL_2204172","20G","B.1.2"
"EPI_ISL_2204155","20G","B.1.2"
"EPI_ISL_2204142","20G","B.1.2"
"EPI_ISL_2204815","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2280989","21F (Iota)","B.1.526"
"EPI_ISL_1627005","20G","B.1.2"
"EPI_ISL_769885","20G","B.1.2"
"EPI_ISL_1060306","20G","B.1.2"
"EPI_ISL_1009856","20G","B.1.2"
"EPI_ISL_1009860","20G","B.1.2"
"EPI_ISL_1182645","20G","B.1.2"
"EPI_ISL_2193982","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_2139673","20B","B.1.1.519"
"EPI_ISL_737935","19A","B.4.7"
"EPI_ISL_737933","20A","B.1"
"EPI_ISL_737978","20A","B.1"
"EPI_ISL_738011","19B","A.25"
"EPI_ISL_1469423","19B","A.23"
"EPI_ISL_1469424","19B","A.23"
"EPI_ISL_2346381","20H (Beta, V2)","B.1.351"
"EPI_ISL_2348642","19B","A.23.1"
"EPI_ISL_2346401","21D (Eta)","B.1.525"
"EPI_ISL_2346404","19B","A.23.1"
"EPI_ISL_2346424","20H (Beta, V2)","B.1.351"
"EPI_ISL_2346425","21D (Eta)","B.1.525"
"EPI_ISL_2346427","21D (Eta)","B.1.525"
"EPI_ISL_1970565","21A (Delta)","B.1.617.2"
"EPI_ISL_2346435","21D (Eta)","B.1.525"
"EPI_ISL_582509","20B","B.1.1"
"EPI_ISL_1495135","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1298487","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1298475","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_1298481","20I (Alpha, V1)","B.1.1.7"
"EPI_ISL_859610","20B","B.1.1.500"
"EPI_ISL_859920","20A","B.1"
"EPI_ISL_435133","19A","B"
"EPI_ISL_435136","20A","B.1"
"EPI_ISL_582615","19A","B.53"
"EPI_ISL_582648","20D","C.36"
"EPI_ISL_582667","20B","B.1.1.500"
"EPI_ISL_582608","19B","A"
