Gene Symbol	Gene Product Name	NCBI Gene ID	Locus Name	UniProtKB Accession	GenBank Accession	GenBank Protein Accession	Subtype/Genotype (ViPR)	Strain Name	Collection Date	Host	Country	CDS Length	Virus Type	Virus Species	
-N/A-	NS1 protein	-N/A-	-N/A-	-N/A-	MG012228	ATL14570.1	-N/A-	Zika/CO/SAN/HE042016-223/2016	03/2016	Human	Colombia	468	Zika virus	Zika virus	
-N/A-	NS1 protein	-N/A-	-N/A-	-N/A-	MG012229	ATL14571.1	Asian	Zika/CO/SAN/P201080552/2016	05/2016	Human	Colombia	456	Zika virus	Zika virus	
-N/A-	NS1 protein	-N/A-	-N/A-	-N/A-	MG012230	ATL14572.1	Asian	Zika/CO/SAN/SilvaM_2016/2016	03/2016	Human	Colombia	456	Zika virus	Zika virus	
-N/A-	NS1 protein	-N/A-	-N/A-	-N/A-	MG012226	ATL14568.1	-N/A-	Zika/CO/VCA/P200120685/2015	11/2015	Human	Colombia	468	Zika virus	Zika virus	
-N/A-	NS1 protein	-N/A-	-N/A-	-N/A-	MG012227	ATL14569.1	Asian	Zika/CO/VCA/P200120718/2015	12/2015	Human	Colombia	459	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A0U3FSM8	KU321639	ALU33341.1	Asian	ZikaSPH2015	03/2015	Human	Brazil	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A218KSK6	KY576904	AQU11806.1	West_African	ZIKAV/ArB41644	1989	Mosquito	Central African Republic	1358	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A173AEE4	KX261851	ANG09400.1	-N/A-	ZIKCOL01	02/2016	Human	Colombia	242	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A173AEE7	KX261852	ANG09401.1	Asian	ZIKCOL06	02/2016	Human	Colombia	242	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A173AEF2	KX261853	ANG09402.1	Asian	ZIKCOL10	02/2016	Human	Colombia	255	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A173AEE9	KX261854	ANG09403.1	Asian	ZIKCOL11	02/2016	Human	Colombia	240	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A173AEF0	KX261855	ANG09404.1	Asian	ZIKCOL16	02/2016	Human	Colombia	243	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A142I5B4	KU954085	AMR39829.1	-N/A-	ZIKCOLSC67	02/2016	Human	Colombia	240	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A0C6DTR6	AB908162	BAO49790.1	Asian	ZIKV Hu/Tahiti/01u/2014NIID	01/06/2014	Human	French Polynesia	465	Zika virus	Zika virus	
-N/A-	polyprotein	-N/A-	-N/A-	A0A1S5RR62	KX830930	AOO54270.1	Asian	ZIKV-GB-BR	03/01/2016	Human	Brazil	10272	Zika virus	Zika virus	
POLY	polyprotein	-N/A-	-N/A-	-N/A-	MN577550	QFZ95661.1	Asian	ZIKV-Nicaragua/2016-UCB7420	01/19/2016	Human	Nicaragua	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRF6	KY241671	APH11493.1	Asian	ZIKV-SG-001	09/04/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUP2	KY241673	APH11495.1	Asian	ZIKV-SG-003	09/04/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVA4	KY241674	APH11496.1	Asian	ZIKV-SG-004	09/05/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241675	APH11497.1	Asian	ZIKV-SG-005	09/06/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241676	APH11498.1	Asian	ZIKV-SG-006	09/06/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241677	APH11499.1	Asian	ZIKV-SG-007	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVH1	KY241678	APH11500.1	Asian	ZIKV-SG-008	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241679	APH11501.1	Asian	ZIKV-SG-009	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DTD2	KY241680	APH11502.1	Asian	ZIKV-SG-010	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241681	APH11503.1	Asian	ZIKV-SG-011	09/08/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241682	APH11504.1	Asian	ZIKV-SG-012	09/08/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241683	APH11505.1	Asian	ZIKV-SG-013	09/08/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241684	APH11506.1	Asian	ZIKV-SG-014	09/08/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241685	APH11507.1	Asian	ZIKV-SG-015	09/12/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241686	APH11508.1	Asian	ZIKV-SG-016	09/12/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241687	APH11509.1	Asian	ZIKV-SG-017	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVH4	KY241688	APH11510.1	Asian	ZIKV-SG-018	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVQ4	KY241689	APH11511.1	Asian	ZIKV-SG-019	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241690	APH11512.1	Asian	ZIKV-SG-020	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRC9	KY241691	APH11513.1	Asian	ZIKV-SG-021	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241692	APH11514.1	Asian	ZIKV-SG-022	09/14/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241693	APH11515.1	Asian	ZIKV-SG-023	09/15/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241694	APH11516.1	Asian	ZIKV-SG-024	09/19/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241695	APH11517.1	Asian	ZIKV-SG-025	09/20/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRD9	KY241696	APH11518.1	Asian	ZIKV-SG-026	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRS0	KY241697	APH11519.1	Asian	ZIKV-SG-027	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVH8	KY241698	APH11520.1	Asian	ZIKV-SG-028	08/26/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241699	APH11521.1	Asian	ZIKV-SG-029	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DTE3	KY241700	APH11522.1	Asian	ZIKV-SG-030	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241701	APH11523.1	Asian	ZIKV-SG-031	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241702	APH11524.1	Asian	ZIKV-SG-032	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241703	APH11525.1	Asian	ZIKV-SG-033	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVB6	KY241704	APH11526.1	Asian	ZIKV-SG-034	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241705	APH11527.1	Asian	ZIKV-SG-035	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241706	APH11528.1	Asian	ZIKV-SG-036	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241707	APH11529.1	Asian	ZIKV-SG-037	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241708	APH11530.1	Asian	ZIKV-SG-038	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241709	APH11531.1	Asian	ZIKV-SG-039	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241710	APH11532.1	Asian	ZIKV-SG-040	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241711	APH11533.1	Asian	ZIKV-SG-041	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRL7	KY241712	APH11534.1	Asian	ZIKV-SG-042	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241713	APH11535.1	Asian	ZIKV-SG-043	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVC0	KY241714	APH11536.1	Asian	ZIKV-SG-044	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241715	APH11537.1	Asian	ZIKV-SG-045	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRH7	KY241716	APH11538.1	Asian	ZIKV-SG-046	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRU0	KY241717	APH11539.1	Asian	ZIKV-SG-047	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241718	APH11540.1	Asian	ZIKV-SG-048	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241719	APH11541.1	Asian	ZIKV-SG-049	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241720	APH11542.1	Asian	ZIKV-SG-050	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241721	APH11543.1	Asian	ZIKV-SG-051	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241722	APH11544.1	Asian	ZIKV-SG-052	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241723	APH11545.1	Asian	ZIKV-SG-053	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241724	APH11546.1	Asian	ZIKV-SG-054	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DU90	KY241725	APH11547.1	Asian	ZIKV-SG-055	08/26/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241726	APH11548.1	Asian	ZIKV-SG-056	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRV0	KY241727	APH11549.1	Asian	ZIKV-SG-057	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241728	APH11550.1	Asian	ZIKV-SG-058	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVR9	KY241729	APH11551.1	Asian	ZIKV-SG-059	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DTG4	KY241730	APH11552.1	Asian	ZIKV-SG-060	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241731	APH11553.1	Asian	ZIKV-SG-061	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241732	APH11554.1	Asian	ZIKV-SG-062	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241733	APH11555.1	Asian	ZIKV-SG-063	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVC8	KY241734	APH11556.1	Asian	ZIKV-SG-064	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241735	APH11557.1	Asian	ZIKV-SG-065	08/27/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241736	APH11558.1	Asian	ZIKV-SG-066	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241737	APH11559.1	Asian	ZIKV-SG-067	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241738	APH11560.1	Asian	ZIKV-SG-068	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241739	APH11561.1	Asian	ZIKV-SG-069	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DTH2	KY241740	APH11562.1	Asian	ZIKV-SG-070	08/29/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241741	APH11563.1	Asian	ZIKV-SG-071	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241742	APH11564.1	Asian	ZIKV-SG-072	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241743	APH11565.1	Asian	ZIKV-SG-073	08/26/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241744	APH11566.1	Asian	ZIKV-SG-074	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241745	APH11567.1	Asian	ZIKV-SG-075	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241746	APH11568.1	Asian	ZIKV-SG-076	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241747	APH11569.1	Asian	ZIKV-SG-077	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241748	APH11570.1	Asian	ZIKV-SG-078	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVS8	KY241749	APH11571.1	Asian	ZIKV-SG-079	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241750	APH11572.1	Asian	ZIKV-SG-080	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRL1	KY241751	APH11573.1	Asian	ZIKV-SG-081	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241752	APH11574.1	Asian	ZIKV-SG-082	08/28/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241753	APH11575.1	Asian	ZIKV-SG-083	08/26/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241754	APH11576.1	Asian	ZIKV-SG-084	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241755	APH11577.1	Asian	ZIKV-SG-085	08/31/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRB7	KY241756	APH11578.1	Asian	ZIKV-SG-086	09/05/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241757	APH11579.1	Asian	ZIKV-SG-087	09/12/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241758	APH11580.1	Asian	ZIKV-SG-088	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241759	APH11581.1	Asian	ZIKV-SG-089	09/02/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241760	APH11582.1	Asian	ZIKV-SG-090	09/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241761	APH11583.1	Asian	ZIKV-SG-091	09/03/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241762	APH11584.1	Asian	ZIKV-SG-092	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241763	APH11585.1	Asian	ZIKV-SG-093	09/02/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241764	APH11586.1	Asian	ZIKV-SG-094	08/31/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241765	APH11587.1	Asian	ZIKV-SG-095	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRP9	KY241766	APH11588.1	Asian	ZIKV-SG-096	09/15/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRZ1	KY241767	APH11589.1	Asian	ZIKV-SG-097	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241768	APH11590.1	Asian	ZIKV-SG-098	08/31/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A2Z2DVT6	KY241769	APH11591.1	Asian	ZIKV-SG-099	09/10/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241770	APH11592.1	Asian	ZIKV-SG-100	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241771	APH11593.1	Asian	ZIKV-SG-101	09/02/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241772	APH11594.1	Asian	ZIKV-SG-102	08/30/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUU3	KY241773	APH11595.1	Asian	ZIKV-SG-103	09/07/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241774	APH11596.1	Asian	ZIKV-SG-104	09/05/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DUC1	KY241775	APH11597.1	Asian	ZIKV-SG-105	09/05/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRR1	KY241776	APH11598.1	Asian	ZIKV-SG-106	09/05/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRZ9	KY241777	APH11599.1	Asian	ZIKV-SG-107	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVK9	KY241778	APH11600.1	Asian	ZIKV-SG-108	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVT8	KY241779	APH11601.1	Asian	ZIKV-SG-109	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241780	APH11602.1	Asian	ZIKV-SG-110	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241781	APH11603.1	Asian	ZIKV-SG-111	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241782	APH11604.1	Asian	ZIKV-SG-112	09/07/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DRG0	KY241783	APH11605.1	Asian	ZIKV-SG-113	09/07/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241784	APH11606.1	Asian	ZIKV-SG-114	09/08/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241785	APH11607.1	Asian	ZIKV-SG-115	09/05/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241786	APH11608.1	Asian	ZIKV-SG-116	09/06/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2S1ZPP3	KY241787	APH11609.1	Asian	ZIKV-SG-117	09/07/2016	Mosquito	Singapore	10272	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A2Z2DVL5	KY241788	APH11610.1	Asian	ZIKV-SG-118	05/13/2016	Human	Singapore	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9QNJ0	KY014328	AOY10605.1	Asian	ZIKV/33647/Pavia/2016	04/2016	Human	Italy	3759	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9QNJ1	KY014329	AOY10606.1	Asian	ZIKV/34155/Pavia/2016	04/2016	Human	Italy	2901	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9QNE8	KY003155	AOX49266.1	Asian	ZIKV/34825/Pavia/2016	04/2016	Human	Italy	3759	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9QNF0	KY003157	AOX49268.1	Asian	ZIKV/34996/Pavia/2016	04/2016	Human	Italy	2901	Zika virus	Zika virus	
-N/A-	Genome polyprotein	-N/A-	-N/A-	A0A1I9QNE6	KY003153	AOX49264.1	Asian	ZIKV/34997/Pavia/2016	04/2016	Human	Italy	10272	Zika virus	Zika virus	
-N/A-	Polyprotein	-N/A-	-N/A-	A0A1I9QNE9	KY003156	AOX49267.1	Asian	ZIKV/39210/Pavia/2016	06/2016	Human	Italy	2901	Zika virus	Zika virus	
GP1	polyprotein	-N/A-	A2G93_64602gpGP1	A0A1S6Q290	KY648934	AQV07165.1	Asian	ZIKV/Aedes aegypti/MEX/MEX_I-44/2016	2016	Mosquito	Mexico	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_64018gpGP1	A0A1B2RVD3	KX694533	AOC50653.1	Asian	ZIKV/Aedes aegypti/MYS/P6-740/1966	07/14/1966	Mosquito	Malaysia	10272	Zika virus	Zika virus	
GP1	Genome polyprotein	-N/A-	A2G93_63395gpGP1	A0A384KZ97	KX198134	ANC90427.1	West_African	ZIKV/Aedes africanus/SEN/DAK-AR-41524_A1C1-V2/1984	11/17/1984	Mosquito	Senegal	10272	Zika virus	Zika virus	
