rep,trimmed
CY240063,"CY240063, CY242222, CY240071, CY242310, CY244513, CY243543, CY243583, CY243591, CY243623, CY243639, CY243631, CY244998, CY243670, CY244633, CY247022, CY245126, CY242390, MN568239, MN568575, MG279262, MN569143, MH393250, MH393253, MH294735, CY243750, CY245062, MH294826, MH294828, CY266098, CY266106, CY242254, CY243487, CY256197, MH079571, CY243702, CY245438, CY250388, MG066689, MH131574, MH637559, MH637520, CY257685, CY250099, CY240000, CY242206, MN569431, MN569511, MN569527, MN569615, MN569631, MN569639, MN569687, MN569895, MG974781, CY260733, MG831094, CY260937, MH082707, CY260929, MN570055, MN570071, MG984321, MG984401, MN570967, MN570975, MH127157, MG974842, CY260026, MN571415, MN571439, MN568096, MN571463, MN571503, MN571519, MN571543, MN571551, MN571559, MN571615, MN571623, MN571687, MN571743, MN571751, MN571791, MN572103, MN572111, MN572343, MN572359, MN572391, MN572423, MN572463, MN572495, MN572535, MN572543, MN572567, MN572607, MN572631, MN572695, CY257605, CY249971, MN568030, MK168395, CY255620, CY245214, MN573047, MN573719, MN573727, MN574199, CY258236, CY258244, CY260465, CY245086, CY243726, CY245310, MH294955"
CY244942,"CY244942, CY243527, CY244966, CY243575, KY583580, CY224886, CY243925, CY244200, KY949688, KY949992, KY950201, KY949842, MN299502, MN299508, MN299568, MN299601, MN299598, MN299606, MN299622, MN299639, MN299638, MN299635, MN299631, MN299643, MN299647, MN299669, MN299678, MN299687, MN299690, MN299693, MN299696, MN299705, MN299711, MN299712, MN299713, MN299725, MN299737, MN299746, MN299747, MN299765, MN299771, MN299778, MN299785, MN299814, MN299799, MN299802, MN299806, MN299808, MN299810, MN299832, MN299834, MN299836, MN299840, MN299841, MN299849, MN299852, MN299856, MN299863, MN299875, MN299874, MN299884, MN299885, MN299887, MN299889, MN299891, MN299892, MN299909, MN299914, MN299917, MN299921, MN299923, MN299924, MN299388, MN299395, MN299404, MN299422, MN299425, MN299427, MN299433, MN299437, MN299439, MN299445, MN299446, MN299449, MN299451, MN299453, MN299454, MN299456, MN299457, MN299458, MN299460, MN299461, MN299463, MN299467, MN299468, MN299470, MN299479, MN568255, MN568279, MN568543, KY583641, CY220399, CY220679, CY230897, CY218929, CY225014, CY225006, CY228573, CY228565, CY215114, CY231026, CY224062, CY227670, CY228637, KY697350, KY697358, CY244216, CY219209, CY245038, CY247006, CY223117, CY227350, MH201588, CY235013, CY235014, CY230754, CY235376, CY235384, CY235392, CY235416, CY235424, CY239665, CY235432, CY238795, CY235408, CY235800, CY234802, CY239673, CY223750, CY222821, CY222901, CY225254, CY227822, CY232586, CY227510, CY224134, CY219268, CY214690, CY227278, CY227654, CY228773, MF673488, CY225422, CY230522, CY227270, CY227262, CY234514, CY243949, CY244010, CY244061, CY244113, CY244114, CY244170, CY244172, CY244241, CY244242, CY244243, CY259119, CY259215, CY259263, CY259271, CY259287, MH798654, MN569903, MN569943, CY234570, CY244174, CY244175, CY215154, CY223261, CY227382, CY230634, CY227846, CY228757, CY244124, CY244260, CY244262, CY244263, CY230850, MN570983, CY225278, CY238835, CY235832, CY244129, MN571279, MN571383, MN571391, MN571647, MN572375, CY233290, CY238242, CY220735, CY221918, CY222541, CY227862, CY235027, CY244280, CY231063, CY230578, CY227782, CY238386, MF673272, MF673276, MK168382, CY227446, CY225142, CY223998, CY227030, CY222021, CY223037, CY235776, CY238851, CY242238, CY228589, CY228597, CY244302, CY216681, CY230381, CY227390, CY223301, CY223309, CY230349, CY228693, CY225366, CY230482, CY228821, CY239721, CY228829, CY230874"
CY243567,"CY243567, CY245134, CY247030, CY247094, CY264092, CY264481, MH246274, MG914099, MN299481, MF673163, MG759379, MG759374, MG759380, MG759375, MG759376, MG759371, MG759377, MG759378, MG759372, MG759373, MN568303, MN568359, MN568399, MN568439, MN568463, MN568479, MN568503, MN568583, MN568591, MN568639, MN568663, MN568679, MN568711, CY261367, MG974181, CY257597, CY249955, CY260441, CY256341, MK898495, MK898532, MN569079, MN569175, CY227214, CY227574, CY244039, CY244083, CY244084, MH601339, CY238907, CY242414, CY244918, CY242422, MH294827, CY247142, MH201576, MH201452, MH201453, MH201451, MH201579, MH201583, MH201578, MG066684, CY243935, MH294839, MH081875, MH637484, MH637533, CY250107, CY255749, CY261535, MG974501, CY245286, CY255628, CY245294, CY255636, MH294721, CY250091, CY257677, CY264870, CY243511, MK071227, CY258188, CY264330, MH797862, MN569295, MN569383, MN569399, MN569407, MN569591, MN569839, CY258404, CY261304, MG974829, MN570063, MN570087, MN570135, MN570143, MN570159, MN570215, MN570255, MG984289, MG984313, MG984329, MG984337, MG984361, MG984393, MG984417, MG984433, MG984449, MG984465, MG984497, MG984113, MG984162, MG279230, MN716066, MN570543, MN570903, MN570911, MN570943, MN570951, MN571047, CY258172, CY264735, MN571599, MN571671, MN571695, MN571767, MN571775, MN572015, MN572023, MN572031, MN572127, MN572135, MN572143, MN572159, MN572167, MN572271, MN572295, MN572319, MN572367, MN572383, MN572447, MN572583, MN572639, MN572703, MN572719, MN572727, MN572743, CY259906, CY250659, MF673285, MF673284, MN573175, MN573311, MN573327, MN573447, MN573503, MN573551, MN573567, MN573575, MN573615, MN573679, MN573687, MN573735, MN573743, MN573831, MN573839, MN573887, MN573895, MN573903, MN573927, MN573951, MN573999, MN574015, MN574183, CY256165, CY242054, CY249939, CY250491, CY264743, CY234626"
CY243607,"CY243607, CY244982, MN658587, CY239896, CY242190, MG693001, MN570839, MN570879, MN574087, CY242406"
CY245142,"CY245142, MN569151, CY244910, CY242342, CY242334, CY245238, MN569287, MN571479, MN571591, MN572671, CY244894, CY249843, CY257893, CY250595"
MH294804,"MH294804, CY258284"
CY261631,"CY261631, MH126413, CY261639, CY261647, CY265093, MH126428, MH131222, MH131262, MH131270, MH083124"
KY583545,"KY583545, KY583539, KY583510, KY583511, KY583587, KY583645, KY583646, KY583643, KY583647, KY583648, CY228885, CY228533, CY227286, CY259151, CY244062, CY216801, CY234979, CY243959, KY583714, CY223830, CY223822, MN571927, CY221766, CY244033"
KY583534,"KY583534, KY583644"
MN538443,"MN538443, MN538439, MN538447, MH637653, CY264965, MH294733, CY256269, CY259986, CY258021, CY260969, MH082129, CY260977, CY264115, MH669651, MG830987, MH079952, MG974298, MH294900, CY260098, CY265005, MH701676, MG974570, MH082482, CY260763, MH126962, CY260771, CY261599, MH079878, CY265045, CY265037, MH246215, CY264934, MH307130, MH307138, CY264854, MH082764, MN538433, MH082874, CY264433, CY260058, CY261137, MH080200, MG974890, MH294950, MH885256, MH885282, MH885283, MH885284, MK503008"
CY220431,"CY220431, CY223205, MN299489, MN299516, MN299526, MN299546, MN299624, MN299627, MN299498, MN299539, MN299524, MN299527, MN299534, MN299549, MN299569, MN299575, MN299580, MN299581, MN299588, MN299612, MN299607, MN299616, MN299593, MN299597, MN299619, MN299620, MN299621, MN299633, MN299634, MN299660, MN299679, MN299680, MN299682, MN299701, MN299729, MN299727, MN299740, MN299742, MN299754, MN299755, MN299757, MN299773, MN299779, MN299811, MN299819, MN299827, MN299868, MN299886, MN299907, MN299926, MN299932, MN299396, MN299397, MN299441, MN299450, KY583618, KY583619, KY583620, KY583621, KY583622, KY583623, CY258388, CY244473, CY242030, CY246966, CY220279, CY244055, CY245110, CY240024, CY227246, CY244116, CY244117, CY259023, MH798446, MH798582, CY242286, CY242294, CY222997, CY244657, CY216489, MH346685, MH346653, MG856315, MF736994, CY228317, CY225302, CY244128, MN571935, MN572759, CY239912, CY240095, MF673273, MF673275, CY230998, CY232452, CY216385, CY222629, CY242262"
CY231051,"CY231051, CY223197, MH798782, MH347203, CY244179"
CY230530,"CY230530, CY238915, MN299487, MN299538, MN299548, MN299551, MN299625, MN299528, MN299535, MN299558, MN299560, MN299564, MN299571, MN299573, MN299577, MN299586, MN299590, MN299603, MN299609, MN299610, MN299613, MN299618, MN299629, MN299640, MN299652, MN299657, MN299665, MN299664, MN299667, MN299671, MN299672, MN299677, MN299685, MN299688, MN299704, MN299724, MN299726, MN299732, MN299735, MN299736, MN299756, MN299775, MN299781, MN299783, MN299812, MN299816, MN299822, MN299824, MN299826, MN299830, MN299842, MN299857, MN299865, MN299869, MN299916, MN299918, MN299920, MN299387, MN299393, MN299398, MN299402, MN299429, MN299482, MH201586, MH201584, CY225182, CY224022, CY243876, CY220207, CY243882, CY259247, MH798702, CY216177, CY244176, MH346682, MN572055, CY226839, CY244131, CY244284, CY223293, CY243919, CY218008, CY226471, CY230866"
CY230650,"CY230650, CY235696, CY235704, CY239681, CY235440, CY260710, CY216537, CY227710, KY949661, KY949907, KY950120, KY949654, MN299510, MN299930, MN299431, CY261351, MF673480, MF673481, CY245118, CY235010, CY244212, CY235872, CY220047, CY220055, MG974394, MG974402, CY222941, CY238827, CY243479, CY244926, CY244705, CY244047, CY224118, CY227582, CY234634, CY257637, CY250043, CY257877, CY250579, CY214626, CY243941, CY226735, CY245318, CY245326, CY245334, CY245342, CY233370, CY220655, CY215170, CY222909, CY234674, CY244007, CY244009, CY244105, CY244111, CY244112, CY244239, CY216761, CY259015, CY259167, CY259375, CY220719, CY244258, CY244259, KY583709, KY583711, KY583712, CY257901, CY255949, MF782898, MN571903, MN571991, CY226647, CY224926, CY223798, CY230285, CY226831, CY234987, CY243903, CY243904, CY243905, CY243966, CY243967, CY243969, CY243970, CY243971, CY244028, CY244029, CY244031, CY244072, CY244132, CY244275, CY244285, CY244409, MH885285, CY235784, CY233330, CY230325, CY243921"
CY234506,"CY234506, CY235608"
CY238899,"CY238899, CY239920, CY239960"
CY238923,"CY238923, CY242158, CY239928, CY242198, KY583616, CY226711, CY243862, CY238585, CY235017, CY243881, CY243945, CY243946, CY227254, CY259295, MH798686, CY244252, CY243892, CY232492"
CY249947,"CY249947, CY261423, CY257613, CY250011, CY250019, CY250507"
MH294807,"MH294807, MK898459"
MH700988,"MH700988, MG914115"
CY216521,"CY216521, CY222653"
CY225174,"CY225174, CY222869"
CY228725,"CY228725, CY234328"
CY260130,"CY260130, CY261097"
CY261105,"CY261105, MH081958, CY260953, CY260889, MH082537, CY261017, MH246802, MH307250"
CY261113,"CY261113, MH081961"
CY244154,"CY244154, CY244042"
KY949711,"KY949711, MN568983, CY225390, CY243870, CY244207, CY243495, CY234972, MN570079, MN570471, MN570487, MN570631, MN570775, MN570783, MN571399, MN571799, MN571831, MN572847, MN573535, MN573647"
KY949821,"KY949821, CY259223"
MH637655,"MH637655, MH082075"
MN299485,"MN299485, MN299692, MN299714, MN299759"
MN299486,"MN299486, MN299544, MN299491, MN299494, MN299559, MN299576, MN299582, MN299668, MN299700, MN299702, MN299738, MN299769, MN299780, MN299789, MN299807, MN299833, MN299881, MN299902, MN299903, MN299432, MN568967, CY214986, CY220583, CY221870, CY216401, CY216297, CY216305, CY243880, CY243943, CY216185, CY244021, MN571567, CY214826, CY244281, CY243985, CY244032"
MN299493,"MN299493, MN299648, MN299845, MN299871, MN299452, MN299455, MN299464, CY259039, MH798462, CY218222, CY226887, CY226895, CY220511, CY228221"
MN299511,"MN299511, MN299523, MN299522, MN299525, MN299541, MN299628, MN299490, MN299496, MN299500, MN299504, MN299542, MN299512, MN299533, MN299520, MN299550, MN299553, MN299556, MN299570, MN299599, MN299604, MN299614, MN299626, MN299630, MN299649, MN299655, MN299637, MN299659, MN299661, MN299675, MN299684, MN299691, MN299689, MN299695, MN299697, MN299698, MN299719, MN299723, MN299777, MN299784, MN299817, MN299838, MN299839, MN299859, MN299860, MN299862, MN299876, MN299873, MN299877, MN299880, MN299882, MN299893, MN299897, MN299899, MN299900, MN299912, MN299915, MN299931, MN299934, MN299390, MN299400, MN299405, MN299406, MN299407, MN299409, MN299410, MN299412, MN299413, MN299414, MN299415, MN299416, MN299417, MN299418, MN299420, MN299421, MN299435, MN299444, MN299466, MN299473, MN569015, CY243926, CY214538, CY215937, MG066687, MG066691, MF736999, MF599417, MF599427, MG856331, CY216313, CY216337, CY222621, CY216329, CY223862, CY223870, MF182514, MG856306, MF736988, CY225046, CY223902, MN569551, CY244250, CY244023, KY583691, MN570103, MN570167, MH346683, CY243962, CY243963, MN571983, MN572647, CY226815, CY230373, CY240103, CY242230, CY238410, CY239657, CY238465, CY238497, CY238505, CY238513, MF673280, MN572975, CY235030, CY243906, CY220471, CY214946, CY228197"
MN299540,"MN299540, MN299566"
MN299557,"MN299557, MN299888"
MN299561,"MN299561, MN299788, MN299801, MN299883"
MN299594,"MN299594, MN299632, MN299645, MN299703, MN299715, MN299721, CY220127, CY215993, CY220575, MF782986, MH346686, MH347069, MH347113, CY234995"
MN299654,"MN299654, MN299772, MN299791, CY215977, CY220319"
MN299683,"MN299683, MN299706, MN299748, MN299749, MN299794, MN299423"
MN299760,"MN299760, MN299798, MN299823, MN299847, MN299870, MN299878, MN299879, MN299895, MN299459, MN299472, CY220487, CY234296, CY228621, CY220375, CY244070, CY228701, CY234312"
MN299768,"MN299768, MN299770, MN299434"
MN299790,"MN299790, MN299850, MN299438"
MN299821,"MN299821, MN299855, MN299867, MN299922, MN299925"
MN299854,"MN299854, CY230189, CY238771"
MN299858,"MN299858, MN299866"
MN299904,"MN299904, MN299910"
MN299935,"MN299935, MH798526"
MN568143,"MN568143, MN569023"
MN568175,"MN568175, MN568383, MN568647, MN569167, CY244767, CY244774, MN569311, MN569327, MN569351, MN569423, MN569463, MN569543, MN569567, MN569575, MN569703, MN569759, MN570959, MN571447, MN571535, MN571631, MN571639, MN571679, MN571711, MN571839, MN572191, MN572199, MN572215, MN572247, MN567993, MN572407, MN572735, MN573471, MN573543, MN573783, MN573847, MN573863, MN573991, MN574127, MN574135, MN574143, MN574151, MN574191, MN574255, MN574263, MN574279"
MN568191,"MN568191, MN568455, MN568623, MN568687, MN569479, MN569887, MN570895, MN573263, MN573479, MN573967, MN574111"
MN568207,"MN568207, MN572223, MN572311, MN573599"
MN568263,"MN568263, MN569271, MN572839"
MN568287,"MN568287, MN569879, MN573303, MN574175"
MN568487,"MN568487, MN568599, MN568767, MN568999, MN569623, MN572471"
MN568519,"MN568519, CY242246, MH540998, CY245454, MN569335, MN569455, MN569495, MN569735, MN569847, MN570039, MN568044, MN572351, MN572455, MN573143, MN573319, MN573455, MN573655, MN573815"
MN568703,"MN568703, MN571495, MN571879, MN571887, MN571911, MN572575, MN572687"
MN568927,"MN568927, MN568935, MN569159, MN574239"
KY583628,"KY583628, KY583629, CY234706, CY239832, CY259047"
KY583633,"KY583633, CY243871"
KY583630,"KY583630, CY225406, CY243916"
MH126472,"MH126472, CY256317, CY256261, CY256285, CY256293, CY260421, CY256277, CY260427, CY256301, CY260434, CY245430, MH131454, CY249907"
CY258396,"CY258396, CY265197"
CY264417,"CY264417, CY264425"
MG974202,"MG974202, MG830893, MH729440, MK898757, CY227590, MN569855, MF673283, MF673286, MF673287, MF673288, MF673289, MF673291, MF673292"
MG974210,"MG974210, MG830898"
MH082011,"MH082011, MH080080, MG974586"
MH082052,"MH082052, MH294894"
CY224830,"CY224830, CY223677, CY220703"
CY220671,"CY220671, CY234959, CY244208, CY244051, CY220159, CY223686, CY223005, CY238601"
CY234956,"CY234956, CY244300"
CY242038,"CY242038, CY244481"
MH294734,"MH294734, MH294824, MH294829, MH131614, CY264949, MH082718, MH294863, MH294865, MH294766"
MH294885,"MH294885, MH294887, MH294889, MH246858, MH080267"
MH779017,"MH779017, MK502976"
MK633225,"MK633225, MG914211"
MG914155,"MG914155, MG914259, MH701684"
MG914187,"MG914187, MH700964, CY243710, CY235752, CY235760, CY250083, CY257669"
MG914227,"MG914227, MG914339"
MN569047,"MN569047, MN569055, MN569063, MN569071"
CY230514,"CY230514, CY225374"
CY258196,"CY258196, MH294738, MH601329, CY243742, CY257909, CY255957, MH131310, CY250051, CY260287, MH082692, MH294877"
CY264147,"CY264147, MH294815, MH294816, MH294820, MH294821, CY228349, CY227686, CY230762, CY244396, MG974733, CY260686, MG831071, MH082643, CY261169, MK381531"
CY265061,"CY265061, MH294736, MH294823, MH601728, CY264283, MH294758, CY261328"
CY223806,"CY223806, CY224950"
CY227222,"CY227222, CY231032"
CY228645,"CY228645, CY231091"
CY236029,"CY236029, CY234778"
CY242214,"CY242214, CY240047, MN569367, MN569711, MN570815, MN571815"
CY245398,"CY245398, MG974354, MH201528, MH201577, MH201590, MH201589, MH201532, MH201533, CY258005, CY255885, CY257789, CY258084, MG974821, CY261431, CY264561, MG974837, MN570183, MH294727, CY261439, CY259898, CY250651"
CY224990,"CY224990, CY223878, CY225110, CY223958, CY227302, CY227310, CY227550"
CY227894,"CY227894, CY230101"
CY220367,"CY220367, CY216137, CY225094, CY223950, CY235952, CY235960, CY244026, CY235616"
CY224894,"CY224894, CY223734"
CY224902,"CY224902, CY223742"
CY223918,"CY223918, CY225062"
CY244489,"CY244489, CY242086"
CY243872,"CY243872, MF182504, CY221838, CY232618, CY239800, CY232626, CY232634, CY230021, CY230029, CY231099, CY244398, CY216569, CY234288, CY221934, CY225158, CY222877, CY227142, CY227494"
CY244159,"CY244159, CY244166, CY244392, CY243951, CY243954"
CY255965,"CY255965, CY257917"
CY223926,"CY223926, CY225070"
MH669702,"MH669702, MG974330, CY257965, MH669734, CY245078"
CY244041,"CY244041, CY244224, CY244225, CY244226, CY238875, MF673282"
CY244088,"CY244088, CY244090, CY244278"
CY236021,"CY236021, CY230946, CY228677, CY235480, CY230658, CY235576, CY235568, CY239952, CY234530, CY234858"
CY220623,"CY220623, CY243964"
CY228685,"CY228685, CY230666, CY239728, CY235720, CY235728, CY235736"
CY234482,"CY234482, CY235584"
CY246998,"CY246998, CY244697"
MH305566,"MH305566, MH540991"
CY256189,"CY256189, CY257973, MH126902, CY258148, MH127125"
MH082244,"MH082244, CY261479, CY260551"
CY216009,"CY216009, CY225230, CY228285, CY243952"
CY215985,"CY215985, CY216001"
CY223125,"CY223125, CY227358"
MH601554,"MH601554, CY258436, MG831015, MG974661"
MH201514,"MH201514, CY244122, CY244265"
MH201469,"MH201469, MH126330, CY265149"
CY223157,"CY223157, CY234360, CY228861"
CY215945,"CY215945, CY216689, CY221822"
CY222741,"CY222741, CY220175, CY214242, CY230918, CY244000"
CY250396,"CY250396, CY245446"
MH082297,"MH082297, CY261073, MH082308, MH082324, MH131438, MH131478, MH131502, MH131542, MH601714, MH601722, MH083097"
MH080043,"MH080043, CY264798, MH294853, MH294855"
CY243997,"CY243997, CY243998"
CY260480,"CY260480, CY258300"
MH131590,"MH131590, CY258308, CY258316, MG975018, MG831169"
CY244098,"CY244098, CY244100, CY243960, CY244261, CY216377"
